1;113
2;116
3;113
4;110
5;199
6;106
7;112
8;199
9;118
10;116
11;119
12;107
13;110
14;113
15;114
16;111
17;107
18;117
19;113
20;113
21;109
22;115
23;112
24;199
25;115
26;108
27;115
28;109
29;116
30;113
31;112
32;106
33;109
34;113
35;111
36;116
37;110
38;117
39;108
40;118
41;112
42;106
43;108
44;107
45;111
46;122
47;110
48;107
49;111
